Date,Product Category,Product Name,Region,Sales Revenue (USD),Units Sold,Customer Segment,Customer Type,Customer Satisfaction,Marketing Spend (USD),Discount Percentage (%),Competitor Influence,Return Rate (%),AI/ML Adoption Rate (%),Ad Campaign Effectiveness,Customer Retention Rate (%),Product Launch Date,Competitor Product,Market Share (%)
2005-07-11,OEM,RTX 4090,North America,67791.13,1816,AI Researchers,Individual,2.5,158866.78,14.0,Low,1.35,90.0,0.12,70.0,2017-05-18,AMD Radeon RX 7900,38.13
2006-12-31,AI,Tesla V100,North America,1073274.77,485,AI Researchers,Business,3.0,61613.74,2.0,High,2.19,57.0,0.1,54.0,2015-06-01,AMD Radeon RX 7900,41.02
1997-01-22,AI,Quadro P2200,Africa,383530.77,225,AI Researchers,Business,4.7,114093.27,20.0,Low,3.36,64.0,0.2,74.0,2024-04-15,AMD Radeon RX 7900,37.66
2007-05-22,OEM,Tesla V100,South America,882737.23,1111,AI Researchers,Individual,3.6,54192.89,24.0,Low,2.36,33.0,0.26,78.0,1998-04-19,Intel Xeon,31.87
2020-12-18,AI,Tesla T4,South America,1531725.45,353,Cloud Providers,Business,3.0,80228.38,17.0,Medium,4.46,27.0,0.09,65.0,2024-06-06,AMD Radeon RX 6800,40.33
2012-04-07,Gaming,Tesla T4,Africa,933939.74,1520,Educational Institutions,Business,4.3,111456.83,11.0,Low,0.91,75.0,0.15,83.0,1997-02-04,AMD Radeon RX 6800,46.55
2006-10-15,AI,Quadro P2200,North America,843475.71,1087,Educational Institutions,Business,4.5,164156.47,4.0,High,0.98,66.0,0.23,50.0,2021-07-29,Intel Xeon,69.57
2023-10-21,OEM,Quadro P2200,South America,1614129.04,322,Gamers,Business,2.6,77113.07,6.0,High,1.9,67.0,0.19,62.0,2005-08-31,Intel Xeon,50.14
1998-02-25,Data Center,RTX 3080,Africa,724499.74,172,Educational Institutions,Individual,2.8,48245.98,15.0,Low,1.74,45.0,0.26,64.0,1998-01-16,Google TPU,68.23
2009-08-30,Gaming,RTX 3080,South America,439817.26,1824,Gamers,Individual,2.7,165868.35,13.0,Medium,2.17,17.0,0.06,84.0,2007-11-03,Google TPU,43.58
2000-03-03,OEM,Tesla T4,APAC,435051.51,110,Cloud Providers,Individual,3.1,31263.19,13.0,Low,3.84,90.0,0.22,78.0,2000-02-22,AMD Radeon RX 7900,47.2
1996-05-02,Data Center,RTX 3080,South America,878300.94,3667,Cloud Providers,Business,4.4,75909.5,14.0,Low,0.83,36.0,0.23,62.0,2013-05-18,AMD Radeon RX 7900,32.82
2021-01-29,Data Center,Quadro P2200,Africa,530239.69,2335,AI Researchers,Individual,4.4,185231.25,13.0,Medium,0.54,32.0,0.08,81.0,2004-05-11,Google TPU,41.62
2019-08-11,Data Center,RTX 3080,Europe,1446042.48,368,Gamers,Business,3.1,157877.82,19.0,Medium,1.97,26.0,0.22,56.0,2022-12-03,Intel Xeon,51.57
2012-01-22,OEM,Tesla V100,Europe,642837.02,4226,Gamers,Individual,2.0,40469.51,23.0,Low,0.11,20.0,0.13,85.0,2003-09-14,AMD Radeon RX 7900,31.11
2014-11-10,AI,Tesla T4,Middle East,336215.52,4089,Cloud Providers,Individual,1.9,108043.72,7.0,High,1.93,65.0,0.2,86.0,1994-03-06,AMD Radeon RX 6800,45.17
2019-09-06,AI,Tesla V100,Africa,1237980.94,3883,Gamers,Business,2.2,84289.76,13.0,Low,3.05,68.0,0.18,55.0,2012-09-23,AMD Radeon RX 7900,47.27
1996-03-13,OEM,RTX 3080,Africa,316903.2,1462,Cloud Providers,Individual,4.5,137767.44,7.0,Low,2.46,65.0,0.17,72.0,1994-01-18,Intel Xeon,32.64
2012-03-01,Data Center,RTX 4090,Europe,1431889.57,3640,Cloud Providers,Business,4.2,85212.51,4.0,High,2.71,56.0,0.22,64.0,1994-06-26,AMD Radeon RX 7900,33.5
2015-08-31,Data Center,RTX 4090,Europe,1712013.09,2537,Gamers,Business,2.6,180131.36,11.0,Medium,1.03,51.0,0.18,57.0,2021-12-22,Intel Xeon,57.52
2007-06-24,Gaming,RTX 3080,Europe,1651301.22,199,Cloud Providers,Individual,1.2,106865.33,20.0,Low,0.62,46.0,0.08,55.0,2015-11-06,AMD Radeon RX 7900,30.3
2020-06-15,Gaming,RTX 3080,Africa,1696994.26,3714,Gamers,Business,3.0,180126.66,5.0,High,0.34,11.0,0.21,86.0,2001-12-20,AMD Radeon RX 6800,37.81
1997-05-15,Gaming,Quadro P2200,Middle East,1902964.11,3718,Gamers,Business,4.0,101596.35,0.0,Medium,2.82,40.0,0.13,77.0,2002-02-06,AMD Radeon RX 7900,45.16
2010-06-02,Data Center,Tesla V100,APAC,1437873.4,1462,Educational Institutions,Individual,3.7,93613.52,8.0,High,3.12,88.0,0.21,59.0,2004-11-19,Intel Xeon,56.6
2012-11-18,Gaming,Tesla T4,South America,1250670.74,805,Educational Institutions,Individual,4.2,167369.28,7.0,Low,3.65,14.0,0.18,70.0,2020-05-25,Google TPU,57.54
2007-04-04,OEM,Tesla T4,Europe,633914.25,3419,Educational Institutions,Business,1.5,21217.33,23.0,Low,0.8,76.0,0.27,79.0,1995-08-12,Intel Xeon,53.29
2017-06-11,Gaming,Quadro P2200,Europe,1791926.77,1541,AI Researchers,Business,4.1,95420.94,10.0,High,1.39,71.0,0.07,86.0,2013-04-01,Google TPU,37.65
2023-09-09,Gaming,RTX 4090,Africa,414059.99,1455,Educational Institutions,Business,2.6,121637.99,14.0,Medium,1.97,29.0,0.08,60.0,2009-03-01,AMD Radeon RX 7900,47.86
1998-05-19,AI,Tesla T4,South America,990762.61,1538,Educational Institutions,Business,4.3,153165.7,3.0,Medium,2.11,46.0,0.21,72.0,1993-05-19,AMD Radeon RX 6800,55.92
1998-11-30,Data Center,Tesla T4,South America,965647.16,4710,Educational Institutions,Business,3.3,188311.76,0.0,High,3.06,17.0,0.18,56.0,1999-10-20,Google TPU,54.66
1993-09-26,AI,Quadro P2200,Africa,922350.49,4019,Cloud Providers,Individual,4.7,158872.59,23.0,Medium,3.47,89.0,0.13,58.0,1998-09-06,AMD Radeon RX 6800,37.48
2004-09-04,Data Center,RTX 3080,South America,484038.77,4078,Educational Institutions,Individual,1.9,37628.97,13.0,Medium,1.68,63.0,0.29,75.0,2022-09-29,AMD Radeon RX 7900,42.4
2005-05-22,Data Center,Tesla T4,South America,1109605.26,2912,Educational Institutions,Business,1.4,199120.66,9.0,Medium,2.51,26.0,0.22,85.0,2014-10-18,Intel Xeon,34.82
2022-01-11,AI,RTX 4090,APAC,199120.38,3814,Educational Institutions,Individual,4.8,19070.76,17.0,Medium,0.55,82.0,0.1,68.0,2022-04-15,Intel Xeon,56.64
1996-08-29,Data Center,RTX 3080,North America,315940.69,3413,Educational Institutions,Business,3.5,80115.3,16.0,High,0.41,26.0,0.05,65.0,1994-04-04,Intel Xeon,56.87
2019-07-02,Gaming,Tesla V100,North America,1997163.62,3956,AI Researchers,Individual,3.4,100384.83,6.0,High,3.65,10.0,0.19,77.0,2016-03-24,Intel Xeon,56.55
2002-12-04,OEM,RTX 4090,Africa,530688.68,2531,Cloud Providers,Individual,1.6,77936.61,20.0,Medium,3.01,29.0,0.08,58.0,2002-01-13,AMD Radeon RX 6800,41.65
2009-10-17,AI,Tesla V100,South America,1857551.64,857,Cloud Providers,Business,4.4,100813.79,25.0,Low,4.96,62.0,0.18,73.0,2004-08-20,AMD Radeon RX 7900,66.41
2010-03-22,Gaming,RTX 4090,North America,1591965.63,3873,Gamers,Business,3.1,94558.25,21.0,Medium,0.66,67.0,0.22,86.0,2010-05-23,Google TPU,66.4
2020-03-11,AI,RTX 4090,Africa,1519215.85,2932,Cloud Providers,Business,3.0,60085.8,23.0,High,2.6,88.0,0.19,53.0,2002-07-08,AMD Radeon RX 6800,56.83
1995-09-24,Data Center,Tesla V100,North America,938223.15,3845,Gamers,Business,4.3,38467.63,6.0,High,4.39,44.0,0.24,71.0,2021-04-30,Intel Xeon,33.07
2020-11-13,Data Center,Quadro P2200,South America,1073945.87,356,Gamers,Individual,4.4,74109.49,15.0,Medium,4.48,41.0,0.22,86.0,2005-04-09,Intel Xeon,34.94
1994-04-09,Gaming,RTX 4090,North America,1010737.98,2555,Gamers,Individual,3.6,60781.45,25.0,Medium,4.3,66.0,0.2,90.0,2017-04-02,Google TPU,35.76
2011-11-19,Gaming,RTX 3080,APAC,1308913.68,2415,AI Researchers,Individual,3.2,143727.02,16.0,Low,1.32,23.0,0.21,87.0,2004-12-01,Intel Xeon,54.91
2022-06-09,Gaming,RTX 4090,Europe,1805613.45,4430,AI Researchers,Business,3.4,39408.12,9.0,Medium,3.17,56.0,0.3,78.0,1996-01-10,AMD Radeon RX 6800,50.66
2017-10-10,Data Center,RTX 4090,APAC,1165435.86,3211,Gamers,Business,2.7,55709.11,3.0,High,3.87,12.0,0.1,74.0,2006-04-06,AMD Radeon RX 6800,56.72
2019-03-25,AI,RTX 3080,North America,874823.12,1011,Gamers,Business,3.2,72377.1,18.0,High,4.46,12.0,0.25,56.0,2005-07-07,Google TPU,57.94
1997-12-10,AI,Tesla T4,Africa,1448629.27,2780,Cloud Providers,Business,2.7,23818.28,7.0,High,4.26,21.0,0.27,59.0,2008-10-23,AMD Radeon RX 7900,38.61
2015-08-24,AI,RTX 3080,Europe,507050.3,3435,Educational Institutions,Individual,2.4,79183.03,1.0,Medium,4.47,67.0,0.13,57.0,2023-08-24,AMD Radeon RX 6800,49.24
2016-02-28,Gaming,Tesla T4,South America,333687.61,991,Cloud Providers,Individual,1.4,71624.46,21.0,High,4.77,63.0,0.26,90.0,2000-11-03,Google TPU,66.47
2021-11-10,Gaming,Tesla V100,South America,585493.89,3846,Cloud Providers,Individual,4.1,188553.86,10.0,Medium,2.66,11.0,0.08,68.0,2015-07-19,Google TPU,41.94
2007-08-27,Gaming,Tesla V100,Europe,720854.95,3002,AI Researchers,Business,2.9,27257.54,14.0,High,2.12,15.0,0.2,84.0,2016-11-24,AMD Radeon RX 6800,30.23
2016-12-13,Gaming,Tesla T4,APAC,1558075.69,2553,AI Researchers,Business,4.9,34228.67,16.0,High,0.18,17.0,0.06,86.0,2008-06-13,Google TPU,66.8
2008-12-26,Gaming,Quadro P2200,APAC,192596.4,1865,Educational Institutions,Individual,1.4,151841.4,25.0,Low,2.26,38.0,0.14,80.0,2022-08-21,Google TPU,49.33
2003-04-27,Data Center,RTX 3080,North America,1944860.25,675,Educational Institutions,Individual,4.0,77909.96,8.0,Medium,4.73,76.0,0.29,65.0,2000-04-30,AMD Radeon RX 7900,33.59
2007-01-19,AI,Tesla V100,South America,670333.36,1347,Educational Institutions,Individual,3.7,195305.6,1.0,High,1.06,48.0,0.09,61.0,2001-05-03,AMD Radeon RX 7900,38.27
2010-09-11,OEM,RTX 4090,South America,1719457.74,2384,Gamers,Business,2.1,132836.74,16.0,Medium,2.9,41.0,0.21,54.0,2024-06-19,Google TPU,66.4
2013-11-22,Data Center,Tesla V100,Europe,1741168.56,3985,Educational Institutions,Individual,2.9,100443.06,18.0,Low,4.95,62.0,0.27,53.0,2002-12-15,Intel Xeon,33.98
2009-08-23,AI,Tesla T4,South America,527588.53,2429,Educational Institutions,Business,3.7,32641.71,16.0,Medium,0.72,62.0,0.15,80.0,2018-07-16,AMD Radeon RX 6800,39.59
2010-01-29,AI,Tesla V100,Europe,837774.27,2882,AI Researchers,Individual,3.1,43658.93,14.0,Low,3.12,21.0,0.15,70.0,1997-01-13,AMD Radeon RX 7900,37.65
2011-12-29,Data Center,Tesla V100,North America,328938.75,3808,Cloud Providers,Individual,3.5,117621.0,25.0,High,1.06,71.0,0.14,87.0,2015-01-02,Intel Xeon,49.05
1993-05-06,AI,Tesla T4,APAC,1767960.18,792,Educational Institutions,Business,4.7,98408.35,8.0,Medium,3.43,48.0,0.14,84.0,1997-12-04,Google TPU,53.4
2022-04-30,Gaming,Quadro P2200,Africa,1398988.88,3118,AI Researchers,Individual,2.9,162987.92,1.0,Low,3.08,43.0,0.29,77.0,2010-06-05,Intel Xeon,63.68
1993-07-26,Data Center,Tesla V100,APAC,185223.08,1593,Educational Institutions,Individual,1.1,199338.15,2.0,Low,3.44,51.0,0.15,80.0,2000-04-09,AMD Radeon RX 6800,62.08
2007-09-17,Data Center,Tesla T4,North America,272159.54,4780,Cloud Providers,Individual,1.0,83593.88,1.0,High,0.86,41.0,0.07,50.0,2006-06-09,Intel Xeon,48.28
2010-05-23,Gaming,Tesla V100,Middle East,1517973.37,2644,Gamers,Individual,4.3,68852.71,11.0,Medium,3.54,21.0,0.25,74.0,2023-04-12,AMD Radeon RX 7900,63.94
2020-01-29,AI,RTX 4090,APAC,1901222.24,2409,Educational Institutions,Business,3.8,29899.51,7.0,Medium,3.2,17.0,0.1,68.0,1997-07-01,Intel Xeon,30.63
2011-09-15,Gaming,Tesla T4,North America,834239.15,4467,Gamers,Business,1.1,147312.12,4.0,Low,2.17,50.0,0.17,56.0,2005-12-18,AMD Radeon RX 7900,41.78
2004-01-26,AI,Tesla T4,South America,481911.8,3325,AI Researchers,Business,1.7,178892.86,9.0,Low,3.17,72.0,0.22,56.0,2012-11-19,AMD Radeon RX 7900,36.5
2005-05-28,AI,Quadro P2200,APAC,1131826.52,204,Cloud Providers,Business,3.1,135208.57,14.0,High,1.94,56.0,0.26,57.0,1997-07-10,Google TPU,58.52
1999-09-07,Gaming,Quadro P2200,South America,168554.29,4856,Educational Institutions,Individual,2.5,45746.68,0.0,Medium,3.72,36.0,0.3,58.0,2015-01-29,Intel Xeon,66.27
2006-11-29,Data Center,Tesla V100,APAC,241385.25,2379,Educational Institutions,Business,2.1,130840.71,2.0,Low,3.51,16.0,0.3,86.0,1994-06-16,AMD Radeon RX 7900,41.94
2012-12-10,Data Center,Quadro P2200,South America,815595.81,2220,Cloud Providers,Individual,3.6,152502.56,11.0,High,2.77,61.0,0.19,74.0,2005-10-06,Google TPU,43.47
2021-10-16,OEM,Quadro P2200,APAC,960343.76,1472,AI Researchers,Individual,2.2,110790.97,10.0,Medium,2.18,39.0,0.29,51.0,2004-05-13,Intel Xeon,41.02
2004-12-17,Gaming,Tesla T4,Middle East,774633.27,2040,Gamers,Individual,3.3,153707.26,12.0,Low,1.07,33.0,0.09,62.0,2019-01-06,Intel Xeon,37.21
2023-04-19,OEM,RTX 3080,APAC,1145596.2,3921,AI Researchers,Individual,4.4,122330.6,15.0,Low,4.6,15.0,0.28,79.0,2020-05-02,Google TPU,60.69
2014-04-25,OEM,RTX 3080,Middle East,1902076.58,2782,Educational Institutions,Business,2.1,143239.94,4.0,Low,1.65,12.0,0.2,70.0,1995-10-11,AMD Radeon RX 7900,36.55
2013-08-22,AI,Tesla V100,South America,1215292.99,1897,Educational Institutions,Business,2.0,137722.93,8.0,Low,4.44,66.0,0.06,58.0,1999-06-04,Google TPU,62.32
2010-06-05,Data Center,RTX 4090,APAC,1001586.11,118,AI Researchers,Business,4.5,46955.76,6.0,Low,2.78,63.0,0.25,87.0,2010-11-01,AMD Radeon RX 7900,46.2
2019-02-06,OEM,RTX 3080,Africa,1268221.09,3669,Cloud Providers,Business,2.0,51545.35,11.0,Low,3.63,20.0,0.25,71.0,2015-04-23,Intel Xeon,67.7
2010-11-14,AI,Tesla V100,South America,1070820.4,1277,AI Researchers,Business,3.3,105755.01,4.0,Low,1.87,23.0,0.24,82.0,1999-09-21,Google TPU,34.06
2021-05-18,Data Center,Tesla V100,Middle East,1775483.77,4460,Gamers,Individual,1.4,128241.51,14.0,High,2.99,48.0,0.28,85.0,2010-05-05,AMD Radeon RX 7900,64.91
2009-11-26,OEM,RTX 3080,Africa,1884285.05,1160,Educational Institutions,Business,2.0,61294.49,23.0,Low,4.5,46.0,0.15,71.0,2016-02-19,AMD Radeon RX 6800,60.77
1994-04-27,Gaming,Quadro P2200,Africa,1799029.07,2090,Cloud Providers,Business,2.4,101465.64,1.0,High,2.11,40.0,0.12,84.0,2005-10-24,Google TPU,56.67
2007-09-17,Data Center,RTX 4090,Africa,1892071.72,2963,Cloud Providers,Individual,2.0,131451.12,4.0,Medium,2.0,82.0,0.06,70.0,1999-12-25,AMD Radeon RX 7900,34.03
2017-08-16,Data Center,Quadro P2200,South America,551583.12,3918,Gamers,Individual,4.4,25659.23,14.0,Low,0.56,72.0,0.25,72.0,1997-07-13,AMD Radeon RX 7900,48.33
2008-02-07,AI,RTX 3080,North America,1462077.96,4963,Cloud Providers,Business,4.4,136787.11,0.0,High,3.6,53.0,0.18,88.0,2008-01-16,Google TPU,65.38
2019-12-27,Data Center,Tesla V100,North America,1063040.42,3580,AI Researchers,Business,1.3,192392.28,2.0,Medium,4.3,42.0,0.08,82.0,1995-01-03,Intel Xeon,47.64
1997-10-19,AI,Tesla T4,Middle East,669704.04,2247,Educational Institutions,Business,1.6,163185.48,17.0,Low,0.66,68.0,0.22,90.0,2020-02-17,AMD Radeon RX 7900,46.87
2022-11-06,AI,Tesla T4,South America,230914.28,3642,Educational Institutions,Individual,2.2,162302.88,5.0,High,1.82,56.0,0.17,76.0,2019-12-07,AMD Radeon RX 7900,59.23
1994-11-24,Gaming,Quadro P2200,Africa,460712.82,1881,Cloud Providers,Individual,1.0,196860.63,23.0,High,3.84,44.0,0.17,65.0,2005-06-09,Google TPU,30.54
2017-01-16,AI,Tesla V100,South America,635097.51,3565,Educational Institutions,Individual,3.7,43403.42,4.0,High,2.57,76.0,0.08,50.0,2019-05-01,AMD Radeon RX 6800,38.1
2004-04-29,AI,RTX 4090,APAC,1243657.19,530,Educational Institutions,Individual,3.1,100327.39,18.0,Low,2.12,90.0,0.26,63.0,2016-02-01,Google TPU,62.58
2015-10-28,Data Center,Tesla T4,North America,970116.1,2842,Educational Institutions,Business,2.5,185076.89,9.0,High,3.02,88.0,0.27,52.0,2024-04-06,Google TPU,60.58
1995-01-08,OEM,RTX 3080,Middle East,1539263.93,4847,Cloud Providers,Business,4.3,99846.18,12.0,High,4.25,19.0,0.14,83.0,2016-11-16,AMD Radeon RX 7900,36.73
2007-05-20,Data Center,RTX 4090,APAC,150915.11,1497,AI Researchers,Individual,1.4,52789.18,25.0,Low,0.63,42.0,0.13,88.0,2002-05-10,AMD Radeon RX 6800,39.56
1996-02-26,Data Center,RTX 3080,Middle East,477641.04,2895,Educational Institutions,Individual,3.7,125419.68,13.0,Medium,3.14,60.0,0.12,53.0,2002-08-11,Google TPU,63.58
2007-04-12,Gaming,Quadro P2200,South America,1621454.07,3093,AI Researchers,Business,4.8,91531.76,11.0,High,4.84,82.0,0.05,52.0,2013-09-11,Intel Xeon,44.27
2006-04-21,AI,RTX 4090,Europe,712213.44,3715,Educational Institutions,Individual,5.0,44766.28,3.0,Medium,3.97,32.0,0.12,84.0,2005-03-24,Google TPU,60.98
2010-03-24,Gaming,Tesla T4,North America,1186916.2,1810,Cloud Providers,Business,2.1,43002.16,21.0,High,0.42,71.0,0.1,78.0,2020-06-01,AMD Radeon RX 7900,38.32
1998-03-28,AI,RTX 3080,North America,201941.15,4235,Educational Institutions,Individual,3.2,90547.18,9.0,Low,1.52,28.0,0.2,55.0,2011-06-06,Google TPU,45.59
2007-05-09,Gaming,Tesla V100,APAC,1712020.73,296,Gamers,Business,2.2,81830.5,5.0,High,4.58,65.0,0.17,88.0,2009-03-22,AMD Radeon RX 7900,30.71
2014-01-13,Data Center,Tesla V100,North America,306645.22,4547,Educational Institutions,Business,4.0,20253.55,16.0,High,3.17,59.0,0.2,53.0,2015-11-08,Google TPU,38.6
2008-01-04,OEM,Tesla T4,APAC,1137067.04,3164,Cloud Providers,Business,4.5,47359.62,15.0,Low,4.37,26.0,0.16,76.0,2015-03-31,Intel Xeon,32.72
1996-01-09,Data Center,Tesla T4,North America,677190.62,2767,Educational Institutions,Individual,1.7,73701.95,17.0,High,1.95,66.0,0.27,59.0,2008-06-29,AMD Radeon RX 6800,68.6
2015-12-18,AI,RTX 3080,APAC,443608.03,3326,AI Researchers,Business,3.5,182765.28,2.0,Medium,1.43,85.0,0.25,79.0,2014-03-10,Google TPU,40.66
2017-02-14,OEM,RTX 4090,APAC,956087.45,3755,Gamers,Individual,2.7,186723.8,7.0,Low,1.85,39.0,0.21,86.0,2014-08-14,AMD Radeon RX 7900,63.41
1998-12-30,AI,Tesla V100,South America,1662181.28,1774,Gamers,Business,1.1,118884.61,4.0,Low,0.79,37.0,0.1,67.0,2011-03-10,Google TPU,33.31
2022-03-15,Gaming,RTX 4090,North America,1488194.21,3432,Cloud Providers,Business,3.9,193764.39,4.0,High,3.0,65.0,0.25,59.0,2023-06-24,AMD Radeon RX 7900,60.5
1993-11-28,AI,RTX 3080,Middle East,122565.92,2288,Cloud Providers,Business,4.9,53421.49,19.0,High,4.05,16.0,0.27,90.0,2006-04-30,AMD Radeon RX 6800,44.85
2018-08-24,AI,RTX 3080,Europe,1898806.18,1246,AI Researchers,Individual,3.1,70522.49,10.0,High,4.98,16.0,0.1,85.0,1995-09-20,AMD Radeon RX 7900,45.08
2015-10-17,Data Center,Tesla V100,North America,1865119.94,3905,AI Researchers,Individual,2.3,68625.19,5.0,Low,1.52,66.0,0.15,78.0,2021-01-19,Google TPU,47.69
2014-09-02,Gaming,Quadro P2200,Europe,457364.95,4121,Cloud Providers,Individual,3.3,160726.65,8.0,High,2.54,48.0,0.23,71.0,1999-07-14,Google TPU,68.46
2010-12-06,OEM,Tesla V100,South America,579078.03,1597,Gamers,Business,1.3,174467.38,25.0,Low,0.26,13.0,0.11,80.0,2003-05-14,AMD Radeon RX 6800,44.81
2016-12-16,Data Center,Quadro P2200,Europe,495634.45,4236,AI Researchers,Individual,3.7,61970.77,1.0,Low,1.12,62.0,0.29,83.0,2020-07-19,AMD Radeon RX 6800,67.92
2016-04-14,Gaming,Tesla T4,Middle East,710763.05,2913,AI Researchers,Individual,2.5,111271.34,24.0,Low,2.63,38.0,0.23,84.0,2024-07-26,Google TPU,50.53
1993-05-21,Data Center,Tesla T4,Europe,1943358.67,1291,Educational Institutions,Business,3.7,100692.46,13.0,Medium,0.78,43.0,0.19,80.0,2008-12-31,AMD Radeon RX 6800,36.63
1993-10-04,OEM,Tesla T4,Middle East,1641625.06,652,Educational Institutions,Individual,3.3,176077.99,4.0,High,2.21,71.0,0.19,90.0,2008-07-14,AMD Radeon RX 7900,54.85
2009-01-26,AI,RTX 3080,Africa,1692211.09,4437,Educational Institutions,Business,3.3,11030.44,9.0,Low,1.91,22.0,0.19,60.0,2006-07-16,Google TPU,60.09
2003-09-10,OEM,Tesla T4,Africa,262105.57,1323,Educational Institutions,Business,1.7,78214.85,20.0,Low,3.65,87.0,0.06,61.0,2022-05-02,Google TPU,56.97
2022-08-08,OEM,Quadro P2200,Europe,325020.01,325,Cloud Providers,Individual,3.1,153323.99,0.0,Medium,0.92,52.0,0.16,56.0,2008-07-23,AMD Radeon RX 7900,61.95
2008-02-13,Data Center,RTX 3080,South America,76504.94,4939,AI Researchers,Individual,3.6,62123.02,21.0,Low,2.11,59.0,0.26,66.0,2008-09-25,Intel Xeon,64.07
2021-02-26,Data Center,RTX 3080,Africa,1355854.6,4605,Educational Institutions,Individual,2.4,105991.23,22.0,Low,3.54,31.0,0.08,63.0,2015-07-12,Google TPU,68.82
2015-12-18,Gaming,RTX 3080,Europe,866369.17,309,Educational Institutions,Business,4.2,74633.82,19.0,Low,1.22,53.0,0.3,76.0,2023-05-04,Google TPU,50.56
2006-04-26,OEM,Tesla V100,Europe,1091590.57,791,Cloud Providers,Individual,2.7,174351.98,2.0,Medium,3.37,47.0,0.22,82.0,2016-03-05,AMD Radeon RX 6800,44.02
2004-04-30,OEM,Quadro P2200,APAC,1999693.4,2098,Gamers,Business,3.9,126161.05,7.0,Medium,4.34,83.0,0.13,72.0,2021-04-30,Google TPU,68.46
2010-09-09,OEM,RTX 4090,North America,1951087.0,1906,Gamers,Business,1.1,90038.03,1.0,Low,4.03,44.0,0.24,68.0,2010-10-30,Intel Xeon,55.16
2007-03-29,Data Center,Quadro P2200,Africa,1899965.99,3888,AI Researchers,Business,4.6,84488.79,11.0,Medium,3.65,74.0,0.28,53.0,2013-09-13,AMD Radeon RX 6800,54.28
1998-01-11,Data Center,Quadro P2200,APAC,1295344.88,4059,Educational Institutions,Individual,1.8,17524.75,4.0,Low,1.62,45.0,0.19,57.0,2016-06-11,AMD Radeon RX 7900,53.87
2000-01-15,AI,RTX 3080,South America,1750649.47,3457,Cloud Providers,Individual,1.4,99549.04,13.0,Medium,0.16,88.0,0.27,66.0,2010-04-23,Intel Xeon,63.08
2004-03-22,Gaming,RTX 4090,Africa,1363804.1,4891,Educational Institutions,Individual,3.9,123248.26,2.0,High,1.15,86.0,0.24,65.0,2004-02-07,Google TPU,53.94
2004-06-04,Gaming,Quadro P2200,Africa,698713.81,2909,AI Researchers,Business,1.8,15425.68,20.0,Low,4.77,44.0,0.17,80.0,2022-01-12,Google TPU,35.04
2001-03-19,OEM,Tesla V100,North America,1502650.89,1529,AI Researchers,Individual,1.0,48581.78,5.0,Medium,2.91,74.0,0.17,85.0,2001-03-03,Google TPU,64.6
2002-10-15,Gaming,Tesla T4,APAC,1621928.05,1106,Gamers,Individual,4.0,163650.65,20.0,High,2.37,42.0,0.18,78.0,2018-03-27,Intel Xeon,38.66
2022-11-01,Data Center,RTX 3080,APAC,129462.47,1546,Cloud Providers,Business,4.9,177062.26,11.0,High,4.17,70.0,0.29,71.0,2012-06-12,AMD Radeon RX 6800,55.74
2011-10-05,AI,RTX 4090,South America,79994.85,1991,Educational Institutions,Individual,4.2,111122.56,15.0,Low,3.5,73.0,0.24,70.0,2015-09-29,AMD Radeon RX 7900,64.26
2009-11-09,AI,Tesla V100,North America,521512.63,3784,Gamers,Business,3.6,136789.31,15.0,High,0.41,49.0,0.15,82.0,2011-02-13,AMD Radeon RX 6800,57.01
2021-07-30,Gaming,Tesla T4,APAC,708068.63,3373,AI Researchers,Business,1.8,69178.71,6.0,High,0.46,82.0,0.12,71.0,2017-01-20,Google TPU,41.94
1995-01-10,OEM,Tesla V100,Africa,1196018.14,1773,Educational Institutions,Business,2.5,47738.56,25.0,High,0.62,48.0,0.26,59.0,1996-03-24,Google TPU,44.61
2012-06-04,OEM,RTX 4090,Europe,591614.7,1085,Educational Institutions,Individual,4.3,195991.08,6.0,Low,2.49,29.0,0.14,88.0,2006-05-31,AMD Radeon RX 6800,56.87
2001-10-15,Gaming,Quadro P2200,Africa,543233.64,207,AI Researchers,Business,2.3,43208.05,15.0,High,3.6,25.0,0.17,71.0,2022-07-16,AMD Radeon RX 6800,69.91
2005-09-08,OEM,Tesla V100,South America,1263032.42,409,Gamers,Business,1.8,63759.05,22.0,High,2.92,36.0,0.08,77.0,1993-05-31,AMD Radeon RX 6800,58.6
2014-04-20,OEM,RTX 4090,North America,917685.44,1363,Cloud Providers,Business,2.8,33022.85,14.0,Medium,4.02,68.0,0.14,81.0,1997-08-17,Intel Xeon,56.71
2015-06-07,OEM,RTX 4090,APAC,1964112.75,1881,AI Researchers,Business,3.0,76153.73,17.0,High,2.63,77.0,0.14,89.0,1997-01-15,Intel Xeon,57.0
2008-01-15,OEM,Quadro P2200,APAC,613610.94,3787,Gamers,Business,4.2,57943.67,7.0,Low,4.38,46.0,0.2,51.0,2022-02-23,AMD Radeon RX 6800,60.96
2011-08-07,OEM,Tesla V100,Africa,468580.66,2001,AI Researchers,Individual,3.9,185786.5,21.0,Medium,2.84,64.0,0.11,87.0,2009-07-07,AMD Radeon RX 6800,50.36
